user_id,session_id,event_date,event_type,product_id,device_type,traffic_source,country
5528,U5528_S4,2024-02-25 19:16:34,product_view,P0075,Tablet,Paid Search,Canada
7354,U7354_S4,2024-02-25 19:24:27,checkout,P0079,Mobile,Organic Search,Australia
6026,U6026_S5,2024-02-25 19:36:31,product_view,P0033,Tablet,Referral,Australia
7260,U7260_S6,2024-02-25 19:47:26,product_view,P0031,Mobile,Email,United States
2216,U2216_S4,2024-02-25 19:56:06,checkout,P0014,Tablet,Paid Search,France
3012,U3012_S4,2024-02-25 20:56:40,product_view,P0052,Tablet,Social,United States
5305,U5305_S2,2024-02-25 20:57:35,product_view,P0098,Tablet,Paid Search,Canada
7091,U7091_S1,2024-02-25 21:01:08,signup,,Tablet,Organic Search,Australia
4035,U4035_S2,2024-02-25 21:15:53,product_view,P0023,Mobile,Email,France
6970,U6970_S1,2024-02-25 21:16:27,signup,,Desktop,Referral,Canada
6952,U6952_S1,2024-02-25 21:31:12,signup,,Mobile,Email,France
6751,U6751_S2,2024-02-25 21:55:09,product_view,P0005,Desktop,Organic Search,United Kingdom
5871,U5871_S2,2024-02-25 22:14:31,product_view,P0059,Mobile,Social,Australia
11,U11_S3,2024-02-25 22:45:22,purchase,P0025,Desktop,Paid Search,United States
7918,U7918_S3,2024-02-25 23:28:58,purchase,P0094,Mobile,Paid Search,Canada
5617,U5617_S2,2024-02-25 23:32:51,product_view,P0008,Desktop,Paid Search,France
6239,U6239_S2,2024-02-25 23:38:33,product_view,P0073,Mobile,Paid Search,Australia
1302,U1302_S2,2024-02-26 00:23:10,product_view,P0055,Desktop,Referral,United Kingdom
8353,U8353_S2,2024-02-26 00:24:02,product_view,P0077,Mobile,Email,United Kingdom
5763,U5763_S3,2024-02-26 00:53:52,add_to_cart,P0114,Desktop,Social,France
5682,U5682_S3,2024-02-26 01:24:08,checkout,P0033,Desktop,Paid Search,France
5305,U5305_S3,2024-02-26 01:28:35,add_to_cart,P0092,Tablet,Paid Search,Canada
7978,U7978_S2,2024-02-26 01:39:36,add_to_cart,P0058,Desktop,Referral,United Kingdom
4935,U4935_S3,2024-02-26 02:09:10,add_to_cart,P0030,Mobile,Organic Search,Germany
3682,U3682_S2,2024-02-26 02:46:25,product_view,P0059,Mobile,Email,United States
4036,U4036_S2,2024-02-26 02:58:02,product_view,P0080,Tablet,Organic Search,Australia
62,U62_S2,2024-02-26 03:23:58,product_view,P0019,Desktop,Email,Australia
8353,U8353_S3,2024-02-26 03:42:02,product_view,P0062,Mobile,Email,United Kingdom
7354,U7354_S5,2024-02-26 03:50:27,product_view,P0064,Mobile,Organic Search,Australia
2428,U2428_S2,2024-02-26 03:51:58,product_view,P0001,Mobile,Organic Search,France
2967,U2967_S3,2024-02-26 04:30:36,add_to_cart,P0039,Tablet,Social,United States
3809,U3809_S3,2024-02-26 04:58:22,purchase,P0093,Desktop,Email,United Kingdom
4935,U4935_S4,2024-02-26 04:59:10,product_view,P0058,Mobile,Organic Search,Germany
4307,U4307_S2,2024-02-26 05:37:59,product_view,P0022,Mobile,Paid Search,United Kingdom
2056,U2056_S2,2024-02-26 06:02:35,checkout,P0113,Desktop,Email,Canada
4626,U4626_S4,2024-02-26 06:40:05,checkout,P0025,Tablet,Paid Search,United Kingdom
2561,U2561_S3,2024-02-26 06:40:15,purchase,P0107,Desktop,Referral,Germany
7091,U7091_S2,2024-02-26 06:43:08,product_view,P0010,Tablet,Organic Search,Australia
6262,U6262_S3,2024-02-26 06:44:26,checkout,P0118,Tablet,Social,Germany
5715,U5715_S2,2024-02-26 06:46:25,product_view,P0082,Desktop,Email,Germany
1416,U1416_S3,2024-02-26 06:55:31,add_to_cart,P0070,Tablet,Organic Search,Australia
4036,U4036_S3,2024-02-26 07:08:02,add_to_cart,P0097,Tablet,Organic Search,Australia
2506,U2506_S2,2024-02-26 07:23:29,product_view,P0060,Tablet,Organic Search,Australia
7978,U7978_S3,2024-02-26 07:24:36,product_view,P0040,Desktop,Referral,United Kingdom
3858,U3858_S1,2024-02-26 08:04:42,signup,,Desktop,Paid Search,France
1109,U1109_S2,2024-02-26 08:12:26,add_to_cart,P0048,Desktop,Social,Australia
109,U109_S3,2024-02-26 08:37:45,add_to_cart,P0026,Tablet,Paid Search,United States
6380,U6380_S1,2024-02-26 08:37:58,signup,,Desktop,Referral,United Kingdom
3677,U3677_S1,2024-02-26 08:56:59,signup,,Tablet,Social,United States
5870,U5870_S2,2024-02-26 08:57:27,product_view,P0086,Mobile,Social,France
3338,U3338_S1,2024-02-26 09:26:34,signup,,Desktop,Organic Search,Canada
7578,U7578_S3,2024-02-26 09:48:05,checkout,P0046,Tablet,Social,United Kingdom
531,U531_S1,2024-02-26 10:03:56,signup,,Tablet,Organic Search,United Kingdom
5305,U5305_S4,2024-02-26 10:07:35,checkout,P0111,Tablet,Paid Search,Canada
410,U410_S2,2024-02-26 10:08:07,checkout,P0098,Tablet,Organic Search,France
5526,U5526_S1,2024-02-26 10:15:21,signup,,Desktop,Email,United States
4413,U4413_S3,2024-02-26 10:22:53,add_to_cart,P0075,Tablet,Email,United Kingdom
6591,U6591_S4,2024-02-26 10:58:08,checkout,P0086,Mobile,Organic Search,United States
3744,U3744_S3,2024-02-26 11:46:06,add_to_cart,P0026,Tablet,Organic Search,Germany
7609,U7609_S4,2024-02-26 11:47:02,purchase,P0041,Mobile,Paid Search,United Kingdom
410,U410_S3,2024-02-26 12:17:07,product_view,P0083,Tablet,Organic Search,France
1839,U1839_S3,2024-02-26 12:20:21,add_to_cart,P0042,Tablet,Email,Germany
7162,U7162_S1,2024-02-26 12:42:25,signup,,Tablet,Social,Australia
4217,U4217_S1,2024-02-26 13:28:37,signup,,Desktop,Organic Search,France
3333,U3333_S1,2024-02-26 13:50:08,signup,,Mobile,Social,United Kingdom
4047,U4047_S2,2024-02-26 14:00:38,product_view,P0049,Mobile,Organic Search,France
2444,U2444_S3,2024-02-26 14:01:00,add_to_cart,P0094,Tablet,Organic Search,France
2056,U2056_S3,2024-02-26 14:17:35,product_view,P0007,Desktop,Email,Canada
764,U764_S2,2024-02-26 14:35:45,product_view,P0067,Desktop,Organic Search,United Kingdom
104,U104_S1,2024-02-26 14:37:19,signup,,Desktop,Social,Australia
6946,U6946_S2,2024-02-26 14:39:41,product_view,P0104,Desktop,Referral,Germany
5662,U5662_S1,2024-02-26 14:40:31,signup,,Desktop,Email,Australia
892,U892_S3,2024-02-26 14:46:49,checkout,P0024,Mobile,Social,France
2444,U2444_S4,2024-02-26 15:05:00,product_view,P0028,Tablet,Organic Search,France
3744,U3744_S4,2024-02-26 15:10:06,product_view,P0081,Tablet,Organic Search,Germany
3809,U3809_S4,2024-02-26 15:25:22,product_view,P0048,Desktop,Email,United Kingdom
4995,U4995_S1,2024-02-26 15:31:21,signup,,Tablet,Organic Search,United Kingdom
5870,U5870_S3,2024-02-26 15:33:27,add_to_cart,P0038,Mobile,Social,France
7578,U7578_S4,2024-02-26 15:46:05,product_view,P0019,Tablet,Social,United Kingdom
4108,U4108_S1,2024-02-26 16:33:21,signup,,Desktop,Paid Search,Germany
590,U590_S2,2024-02-26 16:49:43,product_view,P0031,Mobile,Organic Search,Australia
5662,U5662_S2,2024-02-26 17:08:31,product_view,P0079,Desktop,Email,Australia
5102,U5102_S2,2024-02-26 17:15:48,product_view,P0027,Tablet,Social,Australia
8151,U8151_S3,2024-02-26 17:17:18,add_to_cart,P0118,Mobile,Referral,France
3774,U3774_S1,2024-02-26 17:28:37,signup,,Tablet,Email,Germany
4946,U4946_S2,2024-02-26 17:36:17,product_view,P0037,Mobile,Organic Search,Australia
2444,U2444_S5,2024-02-26 17:38:00,product_view,P0034,Tablet,Organic Search,France
629,U629_S1,2024-02-26 17:39:21,signup,,Tablet,Paid Search,Australia
6380,U6380_S2,2024-02-26 17:48:58,product_view,P0115,Desktop,Referral,United Kingdom
2815,U2815_S4,2024-02-26 17:49:25,checkout,P0083,Desktop,Email,United Kingdom
2056,U2056_S4,2024-02-26 17:54:35,product_view,P0037,Desktop,Email,Canada
5487,U5487_S4,2024-02-26 18:07:32,checkout,P0088,Mobile,Organic Search,United Kingdom
410,U410_S4,2024-02-26 18:38:07,product_view,P0105,Tablet,Organic Search,France
6136,U6136_S1,2024-02-26 18:39:12,signup,,Tablet,Social,Canada
2506,U2506_S3,2024-02-26 18:46:29,product_view,P0059,Tablet,Organic Search,Australia
5729,U5729_S1,2024-02-26 19:02:14,signup,,Tablet,Organic Search,Canada
7609,U7609_S5,2024-02-26 19:09:02,product_view,P0039,Mobile,Paid Search,United Kingdom
7578,U7578_S5,2024-02-26 19:20:05,product_view,P0103,Tablet,Social,United Kingdom
5432,U5432_S1,2024-02-26 19:40:21,signup,,Tablet,Email,Australia
109,U109_S4,2024-02-26 19:40:45,product_view,P0117,Tablet,Paid Search,United States
674,U674_S1,2024-02-26 20:38:53,signup,,Desktop,Referral,Australia
4148,U4148_S1,2024-02-26 20:48:23,signup,,Mobile,Referral,France
6542,U6542_S5,2024-02-26 21:08:15,purchase,P0025,Mobile,Paid Search,Canada
3812,U3812_S2,2024-02-26 21:22:50,checkout,P0114,Mobile,Social,Canada
4626,U4626_S5,2024-02-26 21:37:05,purchase,P0084,Tablet,Paid Search,United Kingdom
5432,U5432_S2,2024-02-26 21:52:21,product_view,P0040,Tablet,Email,Australia
5817,U5817_S2,2024-02-26 22:01:42,product_view,P0044,Mobile,Social,United States
4374,U4374_S2,2024-02-26 22:03:21,product_view,P0088,Tablet,Social,United States
4091,U4091_S2,2024-02-26 22:06:12,product_view,P0062,Desktop,Social,France
3391,U3391_S4,2024-02-26 22:31:22,checkout,P0106,Mobile,Organic Search,United States
461,U461_S3,2024-02-26 22:35:07,purchase,P0092,Mobile,Organic Search,France
7162,U7162_S2,2024-02-26 22:37:25,product_view,P0049,Tablet,Social,Australia
6591,U6591_S5,2024-02-26 22:48:08,product_view,P0003,Mobile,Organic Search,United States
1019,U1019_S3,2024-02-26 23:06:16,purchase,P0110,Desktop,Paid Search,United Kingdom
5820,U5820_S2,2024-02-26 23:08:10,product_view,P0074,Mobile,Paid Search,United States
1122,U1122_S2,2024-02-26 23:22:43,product_view,P0049,Mobile,Referral,France
24,U24_S4,2024-02-26 23:27:15,checkout,P0025,Tablet,Referral,United Kingdom
4794,U4794_S4,2024-02-26 23:53:08,checkout,P0098,Desktop,Organic Search,United States
2506,U2506_S4,2024-02-27 01:14:29,product_view,P0076,Tablet,Organic Search,Australia
4413,U4413_S4,2024-02-27 01:21:53,purchase,P0030,Tablet,Email,United Kingdom
6946,U6946_S3,2024-02-27 01:29:41,add_to_cart,P0071,Desktop,Referral,Germany
4778,U4778_S2,2024-02-27 01:56:38,product_view,P0011,Mobile,Email,France
4413,U4413_S5,2024-02-27 02:25:53,product_view,P0057,Tablet,Email,United Kingdom
182,U182_S4,2024-02-27 02:34:12,purchase,P0012,Desktop,Paid Search,United States
6913,U6913_S4,2024-02-27 02:42:37,checkout,P0065,Tablet,Email,United Kingdom
7609,U7609_S6,2024-02-27 03:15:02,product_view,P0097,Mobile,Paid Search,United Kingdom
3744,U3744_S5,2024-02-27 03:23:06,product_view,P0012,Tablet,Organic Search,Germany
6232,U6232_S2,2024-02-27 03:58:44,product_view,P0052,Mobile,Social,Germany
54,U54_S4,2024-02-27 04:01:02,purchase,P0047,Tablet,Paid Search,Australia
6591,U6591_S6,2024-02-27 04:04:08,product_view,P0117,Mobile,Organic Search,United States
2705,U2705_S4,2024-02-27 04:50:00,checkout,P0054,Desktop,Organic Search,Germany
3109,U3109_S2,2024-02-27 04:52:43,product_view,P0074,Mobile,Social,Germany
7527,U7527_S2,2024-02-27 05:40:57,product_view,P0044,Desktop,Paid Search,Germany
653,U653_S2,2024-02-27 05:43:55,add_to_cart,P0083,Mobile,Social,Australia
779,U779_S3,2024-02-27 06:20:13,add_to_cart,P0039,Desktop,Referral,Canada
3535,U3535_S2,2024-02-27 06:57:49,product_view,P0033,Tablet,Referral,Australia
7767,U7767_S3,2024-02-27 07:03:50,add_to_cart,P0061,Tablet,Referral,Australia
4626,U4626_S6,2024-02-27 07:18:05,product_view,P0019,Tablet,Paid Search,United Kingdom
2291,U2291_S3,2024-02-27 07:37:29,add_to_cart,P0055,Desktop,Organic Search,France
24,U24_S5,2024-02-27 07:52:15,product_view,P0032,Tablet,Referral,United Kingdom
5681,U5681_S3,2024-02-27 07:54:21,add_to_cart,P0088,Mobile,Paid Search,United States
8461,U8461_S2,2024-02-27 08:10:37,product_view,P0078,Desktop,Paid Search,Germany
4168,U4168_S2,2024-02-27 08:21:34,product_view,P0047,Desktop,Paid Search,Australia
5682,U5682_S4,2024-02-27 08:31:08,purchase,P0057,Desktop,Paid Search,France
2781,U2781_S2,2024-02-27 08:51:57,product_view,P0110,Tablet,Social,United Kingdom
7068,U7068_S1,2024-02-27 09:08:29,signup,,Mobile,Paid Search,United States
4481,U4481_S1,2024-02-27 09:17:24,signup,,Mobile,Organic Search,Germany
779,U779_S4,2024-02-27 09:36:13,product_view,P0059,Desktop,Referral,Canada
6913,U6913_S5,2024-02-27 09:40:37,product_view,P0045,Tablet,Email,United Kingdom
2705,U2705_S5,2024-02-27 09:41:00,product_view,P0010,Desktop,Organic Search,Germany
4036,U4036_S4,2024-02-27 09:44:02,purchase,P0087,Tablet,Organic Search,Australia
4047,U4047_S3,2024-02-27 09:57:38,add_to_cart,P0066,Mobile,Organic Search,France
3921,U3921_S2,2024-02-27 10:17:16,product_view,P0004,Mobile,Referral,United Kingdom
4726,U4726_S1,2024-02-27 10:30:53,signup,,Tablet,Organic Search,Germany
8318,U8318_S1,2024-02-27 10:32:25,signup,,Desktop,Social,France
1109,U1109_S3,2024-02-27 10:55:26,purchase,P0045,Desktop,Social,Australia
8094,U8094_S3,2024-02-27 11:00:09,checkout,P0014,Desktop,Social,Canada
104,U104_S2,2024-02-27 11:07:19,product_view,P0034,Desktop,Social,Australia
8295,U8295_S1,2024-02-27 11:51:41,signup,,Mobile,Paid Search,United States
4200,U4200_S3,2024-02-27 11:57:45,add_to_cart,P0008,Mobile,Paid Search,Germany
946,U946_S2,2024-02-27 12:00:51,product_view,P0006,Mobile,Social,Germany
5662,U5662_S3,2024-02-27 12:19:31,add_to_cart,P0099,Desktop,Email,Australia
4713,U4713_S1,2024-02-27 12:29:24,signup,,Tablet,Referral,Canada
4481,U4481_S2,2024-02-27 12:37:24,checkout,P0100,Mobile,Organic Search,Germany
5152,U5152_S1,2024-02-27 12:43:21,signup,,Mobile,Organic Search,United States
4625,U4625_S1,2024-02-27 12:50:56,signup,,Mobile,Paid Search,Germany
4413,U4413_S6,2024-02-27 12:58:53,product_view,P0081,Tablet,Email,United Kingdom
6271,U6271_S1,2024-02-27 13:08:45,signup,,Mobile,Social,France
3021,U3021_S2,2024-02-27 13:13:39,product_view,P0001,Desktop,Email,United Kingdom
5662,U5662_S4,2024-02-27 13:36:31,product_view,P0110,Desktop,Email,Australia
54,U54_S5,2024-02-27 13:59:02,product_view,P0035,Tablet,Paid Search,Australia
4292,U4292_S1,2024-02-27 14:06:04,signup,,Mobile,Social,France
182,U182_S5,2024-02-27 14:14:12,product_view,P0077,Desktop,Paid Search,United States
2967,U2967_S4,2024-02-27 14:23:36,purchase,P0080,Tablet,Social,United States
4047,U4047_S4,2024-02-27 14:36:38,product_view,P0067,Mobile,Organic Search,France
3021,U3021_S3,2024-02-27 15:01:39,add_to_cart,P0002,Desktop,Email,United Kingdom
5875,U5875_S4,2024-02-27 15:27:47,checkout,P0071,Tablet,Referral,Germany
3535,U3535_S3,2024-02-27 15:33:49,product_view,P0105,Tablet,Referral,Australia
4036,U4036_S5,2024-02-27 15:42:02,product_view,P0003,Tablet,Organic Search,Australia
205,U205_S4,2024-02-27 15:51:14,checkout,P0015,Mobile,Referral,United States
104,U104_S3,2024-02-27 15:53:19,product_view,P0007,Desktop,Social,Australia
5436,U5436_S1,2024-02-27 16:08:26,signup,,Tablet,Email,United Kingdom
7068,U7068_S2,2024-02-27 16:13:29,product_view,P0006,Mobile,Paid Search,United States
4715,U4715_S1,2024-02-27 16:20:51,signup,,Desktop,Paid Search,Germany
786,U786_S1,2024-02-27 16:34:02,signup,,Desktop,Organic Search,Germany
5729,U5729_S2,2024-02-27 16:40:14,add_to_cart,P0070,Tablet,Organic Search,Canada
3812,U3812_S3,2024-02-27 16:59:50,purchase,P0064,Mobile,Social,Canada
8190,U8190_S3,2024-02-27 17:07:29,checkout,P0092,Desktop,Referral,Canada
54,U54_S6,2024-02-27 17:15:02,product_view,P0117,Tablet,Paid Search,Australia
6239,U6239_S3,2024-02-27 17:38:33,add_to_cart,P0053,Mobile,Paid Search,Australia
629,U629_S2,2024-02-27 17:40:21,product_view,P0103,Tablet,Paid Search,Australia
205,U205_S5,2024-02-27 17:45:14,purchase,P0018,Mobile,Referral,United States
2674,U2674_S3,2024-02-27 17:46:32,checkout,P0074,Tablet,Organic Search,Australia
741,U741_S1,2024-02-27 18:04:26,signup,,Tablet,Social,United States
5662,U5662_S5,2024-02-27 18:13:31,product_view,P0101,Desktop,Email,Australia
4584,U4584_S1,2024-02-27 18:26:18,signup,,Mobile,Email,Australia
1109,U1109_S4,2024-02-27 18:43:26,product_view,P0087,Desktop,Social,Australia
8190,U8190_S4,2024-02-27 18:59:29,product_view,P0098,Desktop,Referral,Canada
4481,U4481_S3,2024-02-27 19:05:24,product_view,P0095,Mobile,Organic Search,Germany
4036,U4036_S6,2024-02-27 19:10:02,product_view,P0100,Tablet,Organic Search,Australia
6271,U6271_S2,2024-02-27 19:19:45,product_view,P0043,Mobile,Social,France
351,U351_S1,2024-02-27 19:30:57,signup,,Desktop,Social,Australia
6541,U6541_S3,2024-02-27 19:40:58,purchase,P0049,Desktop,Paid Search,Canada
7019,U7019_S2,2024-02-27 20:05:04,product_view,P0105,Mobile,Organic Search,Germany
6334,U6334_S3,2024-02-27 20:10:51,add_to_cart,P0109,Mobile,Email,France
6723,U6723_S1,2024-02-27 20:35:53,signup,,Tablet,Organic Search,United Kingdom
5682,U5682_S5,2024-02-27 20:49:08,product_view,P0096,Desktop,Paid Search,France
6601,U6601_S1,2024-02-27 20:53:43,signup,,Tablet,Social,France
6443,U6443_S1,2024-02-27 21:04:20,signup,,Mobile,Referral,Canada
1416,U1416_S4,2024-02-27 21:29:31,purchase,P0068,Tablet,Organic Search,Australia
5526,U5526_S2,2024-02-27 21:51:21,product_view,P0043,Desktop,Email,United States
2375,U2375_S3,2024-02-27 22:05:58,add_to_cart,P0110,Tablet,Referral,United States
3856,U3856_S2,2024-02-27 22:36:26,product_view,P0020,Mobile,Email,Germany
554,U554_S2,2024-02-27 23:16:16,add_to_cart,P0108,Desktop,Referral,United States
8094,U8094_S4,2024-02-27 23:51:09,product_view,P0038,Desktop,Social,Canada
6970,U6970_S2,2024-02-27 23:55:27,checkout,P0096,Desktop,Referral,Canada
788,U788_S2,2024-02-27 23:57:58,product_view,P0052,Tablet,Organic Search,France
2075,U2075_S2,2024-02-28 00:06:09,product_view,P0089,Desktop,Paid Search,Australia
2967,U2967_S5,2024-02-28 00:17:36,product_view,P0040,Tablet,Social,United States
6443,U6443_S2,2024-02-28 00:24:20,checkout,P0076,Mobile,Referral,Canada
2375,U2375_S4,2024-02-28 00:28:58,product_view,P0083,Tablet,Referral,United States
4035,U4035_S3,2024-02-28 00:44:53,add_to_cart,P0084,Mobile,Email,France
2700,U2700_S4,2024-02-28 00:45:11,checkout,P0039,Mobile,Email,United Kingdom
1109,U1109_S5,2024-02-28 01:49:26,product_view,P0076,Desktop,Social,Australia
4047,U4047_S5,2024-02-28 01:50:38,product_view,P0086,Mobile,Organic Search,France
1453,U1453_S2,2024-02-28 02:21:25,product_view,P0029,Tablet,Social,Germany
104,U104_S4,2024-02-28 02:23:19,product_view,P0022,Desktop,Social,Australia
4946,U4946_S3,2024-02-28 02:32:17,purchase,P0111,Mobile,Organic Search,Australia
786,U786_S2,2024-02-28 02:33:02,product_view,P0071,Desktop,Organic Search,Germany
4715,U4715_S2,2024-02-28 02:47:51,product_view,P0032,Desktop,Paid Search,Germany
8070,U8070_S2,2024-02-28 03:09:26,product_view,P0119,Mobile,Social,Germany
531,U531_S2,2024-02-28 03:13:56,product_view,P0002,Tablet,Organic Search,United Kingdom
5436,U5436_S2,2024-02-28 03:17:26,product_view,P0053,Tablet,Email,United Kingdom
5682,U5682_S6,2024-02-28 03:58:08,product_view,P0032,Desktop,Paid Search,France
4715,U4715_S3,2024-02-28 04:10:51,product_view,P0082,Desktop,Paid Search,Germany
6541,U6541_S4,2024-02-28 04:32:58,product_view,P0098,Desktop,Paid Search,Canada
2967,U2967_S6,2024-02-28 04:52:36,product_view,P0114,Tablet,Social,United States
205,U205_S6,2024-02-28 04:55:14,product_view,P0043,Mobile,Referral,United States
946,U946_S3,2024-02-28 05:07:51,add_to_cart,P0005,Mobile,Social,Germany
674,U674_S2,2024-02-28 05:07:53,product_view,P0093,Desktop,Referral,Australia
5715,U5715_S3,2024-02-28 05:28:25,add_to_cart,P0046,Desktop,Email,Germany
351,U351_S2,2024-02-28 05:31:57,product_view,P0052,Desktop,Social,Australia
1174,U1174_S4,2024-02-28 05:37:05,purchase,P0079,Mobile,Social,United States
4894,U4894_S2,2024-02-28 06:03:37,product_view,P0019,Tablet,Organic Search,United States
4537,U4537_S4,2024-02-28 06:28:03,checkout,P0009,Tablet,Social,France
6723,U6723_S2,2024-02-28 06:32:53,checkout,P0040,Tablet,Organic Search,United Kingdom
4726,U4726_S2,2024-02-28 06:35:53,add_to_cart,P0008,Tablet,Organic Search,Germany
2639,U2639_S2,2024-02-28 06:38:22,product_view,P0095,Mobile,Organic Search,Australia
5871,U5871_S3,2024-02-28 06:43:31,add_to_cart,P0037,Mobile,Social,Australia
568,U568_S2,2024-02-28 06:46:58,product_view,P0026,Tablet,Paid Search,France
2700,U2700_S5,2024-02-28 06:50:11,product_view,P0028,Mobile,Email,United Kingdom
4625,U4625_S2,2024-02-28 07:10:56,product_view,P0050,Mobile,Paid Search,Germany
7909,U7909_S2,2024-02-28 08:20:25,product_view,P0035,Tablet,Email,France
6541,U6541_S5,2024-02-28 08:26:58,product_view,P0107,Desktop,Paid Search,Canada
2428,U2428_S3,2024-02-28 08:29:58,add_to_cart,P0067,Mobile,Organic Search,France
3053,U3053_S1,2024-02-28 08:41:45,signup,,Desktop,Paid Search,Australia
1416,U1416_S5,2024-02-28 08:51:31,product_view,P0004,Tablet,Organic Search,Australia
591,U591_S1,2024-02-28 08:54:47,signup,,Mobile,Referral,United Kingdom
6069,U6069_S1,2024-02-28 09:24:46,signup,,Mobile,Social,Germany
5617,U5617_S3,2024-02-28 09:29:51,add_to_cart,P0001,Desktop,Paid Search,France
4307,U4307_S3,2024-02-28 09:31:59,purchase,P0112,Mobile,Paid Search,United Kingdom
8094,U8094_S5,2024-02-28 09:44:09,product_view,P0041,Desktop,Social,Canada
5729,U5729_S3,2024-02-28 10:07:14,checkout,P0027,Tablet,Organic Search,Canada
5875,U5875_S5,2024-02-28 10:28:47,purchase,P0091,Tablet,Referral,Germany
8187,U8187_S1,2024-02-28 10:34:00,signup,,Mobile,Organic Search,Canada
6369,U6369_S1,2024-02-28 10:56:02,signup,,Desktop,Social,Canada
4225,U4225_S1,2024-02-28 10:57:29,signup,,Tablet,Social,United States
1416,U1416_S6,2024-02-28 11:37:31,product_view,P0084,Tablet,Organic Search,Australia
205,U205_S7,2024-02-28 11:52:14,product_view,P0057,Mobile,Referral,United States
6443,U6443_S3,2024-02-28 11:52:20,product_view,P0024,Mobile,Referral,Canada
4667,U4667_S1,2024-02-28 12:01:50,signup,,Mobile,Paid Search,France
4559,U4559_S1,2024-02-28 12:10:06,signup,,Desktop,Organic Search,Canada
6436,U6436_S1,2024-02-28 12:15:05,signup,,Tablet,Referral,United Kingdom
5875,U5875_S6,2024-02-28 12:16:47,product_view,P0086,Tablet,Referral,Germany
4912,U4912_S1,2024-02-28 12:20:06,signup,,Desktop,Social,Australia
6970,U6970_S3,2024-02-28 12:20:27,product_view,P0055,Desktop,Referral,Canada
6458,U6458_S3,2024-02-28 12:31:32,add_to_cart,P0115,Tablet,Organic Search,United States
4715,U4715_S4,2024-02-28 12:47:51,product_view,P0010,Desktop,Paid Search,Germany
6800,U6800_S1,2024-02-28 13:02:00,signup,,Desktop,Organic Search,Germany
5870,U5870_S4,2024-02-28 13:05:27,checkout,P0078,Mobile,Social,France
371,U371_S1,2024-02-28 13:10:01,signup,,Tablet,Organic Search,United Kingdom
7774,U7774_S5,2024-02-28 13:10:43,purchase,P0081,Tablet,Paid Search,Germany
5820,U5820_S3,2024-02-28 13:28:10,add_to_cart,P0116,Mobile,Paid Search,United States
2700,U2700_S6,2024-02-28 13:31:11,product_view,P0055,Mobile,Email,United Kingdom
5436,U5436_S3,2024-02-28 13:52:26,add_to_cart,P0067,Tablet,Email,United Kingdom
4278,U4278_S1,2024-02-28 14:24:18,signup,,Desktop,Email,Canada
7774,U7774_S6,2024-02-28 14:45:43,product_view,P0043,Tablet,Paid Search,Germany
741,U741_S2,2024-02-28 14:50:26,product_view,P0022,Tablet,Social,United States
1174,U1174_S5,2024-02-28 15:04:05,product_view,P0001,Mobile,Social,United States
5715,U5715_S4,2024-02-28 15:13:25,product_view,P0009,Desktop,Email,Germany
2639,U2639_S3,2024-02-28 15:16:22,product_view,P0095,Mobile,Organic Search,Australia
4091,U4091_S3,2024-02-28 15:22:12,add_to_cart,P0084,Desktop,Social,France
6751,U6751_S3,2024-02-28 15:26:09,checkout,P0070,Desktop,Organic Search,United Kingdom
4953,U4953_S2,2024-02-28 15:36:25,product_view,P0037,Tablet,Social,Germany
7333,U7333_S1,2024-02-28 15:51:58,signup,,Tablet,Email,United States
7774,U7774_S7,2024-02-28 16:04:43,product_view,P0082,Tablet,Paid Search,Germany
554,U554_S3,2024-02-28 16:06:16,checkout,P0003,Desktop,Referral,United States
6893,U6893_S3,2024-02-28 16:25:56,add_to_cart,P0012,Tablet,Social,France
5870,U5870_S5,2024-02-28 16:54:27,product_view,P0034,Mobile,Social,France
4877,U4877_S1,2024-02-28 17:20:55,signup,,Tablet,Social,France
5875,U5875_S7,2024-02-28 17:28:47,product_view,P0032,Tablet,Referral,Germany
8381,U8381_S3,2024-02-28 17:43:52,add_to_cart,P0053,Tablet,Referral,Australia
590,U590_S3,2024-02-28 17:46:43,add_to_cart,P0050,Mobile,Organic Search,Australia
2639,U2639_S4,2024-02-28 17:54:22,product_view,P0049,Mobile,Organic Search,Australia
3021,U3021_S4,2024-02-28 17:54:39,purchase,P0108,Desktop,Email,United Kingdom
4091,U4091_S4,2024-02-28 17:59:12,product_view,P0020,Desktop,Social,France
4917,U4917_S1,2024-02-28 18:06:46,signup,,Tablet,Paid Search,United States
7402,U7402_S1,2024-02-28 18:20:05,signup,,Tablet,Paid Search,Germany
7390,U7390_S1,2024-02-28 18:31:33,signup,,Desktop,Social,United Kingdom
5870,U5870_S6,2024-02-28 18:44:27,product_view,P0035,Mobile,Social,France
3889,U3889_S1,2024-02-28 18:44:58,signup,,Tablet,Social,Germany
61,U61_S1,2024-02-28 19:04:30,signup,,Mobile,Email,France
6601,U6601_S2,2024-02-28 19:12:43,product_view,P0033,Tablet,Social,France
1174,U1174_S6,2024-02-28 19:35:05,product_view,P0019,Mobile,Social,United States
7820,U7820_S1,2024-02-28 19:58:52,signup,,Mobile,Organic Search,Germany
4778,U4778_S3,2024-02-28 20:21:38,add_to_cart,P0040,Mobile,Email,France
2428,U2428_S4,2024-02-28 20:30:58,product_view,P0108,Mobile,Organic Search,France
741,U741_S3,2024-02-28 20:47:26,checkout,P0014,Tablet,Social,United States
